"","X","BeerID","Name","StyleID","Beer_Style","Page_Views","Recipe_Type","Rating","Yield","Description","Ingredients","Procedure"
"1252",1252,1252,"Skarpetorp Tini Bohemian Urquell",31,"Bohemian Pilsener",3542,"all-grain","4-0","15.85 US gallons","0","27 lbs 8.9 oz - 56000C Pilsner (2 Row) Ger (2.0 SRM) (Grain) 3.2 oz - 410441L Perle [8.0%] - Boil 60 min (Hops) 1.1 oz - 420042 Saaz [4.0%] - Boil 45 min (Hops) 1.1 oz - 420042 Saaz [4.0%] - Boil 35 min (Hops) 1.1 oz - 420042 Saaz [4.0%] - Boil 25 min (Hops) 1.00 g - 6300 Protafloc, granulat (Boil 20 min) (Misc) 1.1 oz - 420042 Saaz [4.0%] - Boil 15 min (Hops) 1.1 oz - 420042 Saaz [4.0%] - Boil 5 min (Hops) 1.1 oz - 420042 Saaz [4.0%] - Steep 1 min (Hops) 0 pkgs - Urquell Lager (Wyeast Labs #2001) (Yeast)","0"
"1577",1577,1577,"Pilsner Urquell",31,"Bohemian Pilsener",20703,"extract","3-5","5 US gallons","The yeast I used produced a very clean, clear beer and I'd recommend it highly. It you haven't gotten into liquid yeast cultures yet, do it for this batch. The difference is tremendous. Also I feel the key to success here are: The lightest extract you can find. Fresh hops or pellets packed in Nitrogen (only Saaz will do). Liquid yeast fermented at a steady low temp.","4 pound can, Alexander's Pale malt extract syrup 2-1/3 pounds, light dry malt extract 15 AAU's, Saaz hops Wyeast 2007 Bohemian Pilsner yeast","Bring extracts and 2 gallons of water to boil. Add 5 AAU's of Saaz hops at beginning of boil. Add 5 AAU's again at 30 minutes and at 10 minutes. Add water to bring up to 5 gallons. Pitch yeast when cool."
"1950",1950,1950,"Longknife Pilsner",31,"Bohemian Pilsener",19226,"all-grain","3-0","5 US gallons","This is a malty, golden pilsner in the Czech style","6.5 lbs weyerman Bohemian pilsner malt 1 lb dextrin malt (Briess or Weyerman are excellant) 2 lbs weyerman vienna malt Wyeast 2000 Budvar, activated (or use 2 pouches) very soft water-hardness 25-30 3.5 oz 4%aa Czech-grown Saaz hops(adjust for differance in aa%) 1.5 cup light dme for priming","Treat the brewing water to achieve the desired hardness by adding distilled water and/or calcium salts to chlorine free tap water, or use a spring water with the desired hardness. The lack of hardness in the water is crucial to the flavor.<br/> Add 7 gallons of cool water to the grist, and allow the grain to soak for 30 minutes, stirring every 8-10 minutes to ensure thorough hydration. Apply heat to your brewpot to slowly raise, and hold the temperature at 100-105 degrees. Use a large ladle to carefully remove the thickest 40% of the mash, and carefully transfer to a second pot, being careful not to splash. There should be just enough liquid in this decoction to cover the grain.<br/> Slowly raise and hold the temperature of the decoction at 120-122 degrees for 30 minutes, stirring often to prevent scorching. Rapidly raise and hold the temperature of the decoction to 154 degrees for 20 minutes, or untill the iodine test shows complete conversion. Quickly bring the decoction to a hardboil, and boil 15 minutes, stirring constantly to avoid scorching. Carefully ladle the hot decoction into the rest of the mash, avoiding splashing, until the temperature of the mash reaches 127-128 degrees. If any of the hot dcoction is left over, put the pot in a cool water bath untill it cools to the appropriate temperature. Hold the mash at 128 degrees for 15 minutes before drawing the next decoction. <br/> Carefully remove the thickest 50% of the mash, and transfer it to the second pot. Quickly raise and hold the temperature of the decoction at 154 degrees for 20 minutes, or until conversion is complete. Rapidly bring the decoction to a boil for 15 minutes. Add the decoction to the mash to reach a temperature of 152 degrees. Hold the mash at 152 degrees for 15 minutes, or untill conversion is complete. Raise the mash temp to 170 degrees to mash out.<br/> Prepare 8-9 gallons of brewing water, heated to 168 degrees. Sparge, recirculating the first running untill they come out clear. Sparge slowly, untill kettle full (a little over 5.5 gallons of wort) Avoid aeration. <br/> Bring the wort to a hard boil for 15 minutes, and add 2.25oz bittering hops, boil another 60 minutes. Add .5 oz flavoring hops during he last 15 minutes, and .25 oz during the last 5 minutes of boiling. Use a long plastic or metal spood to whirlpool the wort, taking care not to splash. When the hot trub settles into the center of the pot, slowly siphon the wort off of the hot trub. <br/> Rapidly cool the wort down to 42 degrees (less than 3 hours). Aerate the cooled wort and pitch the yeast. Add .5 ozz hops to the secondary fermentor to dryhop.<br/> You may have to adjust the malt and water quantities based on the efficiency of your system. You can use a step-infusion mash using rest temperatures of 30min@125, 20min@144, and 20min@154. It will not have the same character as the decoction method."
"2098",2098,2098,"Pilsner-Urquel!!!",31,"Bohemian Pilsener",20476,"all-grain","2-5","5 US gallons","Pilsner- Urquel!!! Just bottled after a months lagering. And twice dry-hopped with....what else...Saaaaaaaaaaaaz it all! Yuuuuuum. It is light, clean, fairly malty, and slightly sweet, but crisp. And this baby just screams saaaaaaz. But without being bitter. Too bad it's a little late for the bay area brewoff. I think it would fair well. (pat on back....smack lips once more)","10 # Pilsner Malt. (german) 1 # aromatic munich (belgian) 1 # 40L Crystal 0.5 # Biscuit (belgian) 1 oz N. Brewer (boil) 1 oz Saaz (boil) 3/4 oz Saaz (flavor) 3/4 oz saaz (finish) 1/2 ounce Saaz (dry hop, primary) 1/2 ounce Saaz (dry hop, secondary) Wyeast Bohemian Lager yeast","Dry hopped after primary ferment subsided. Then secondary also. .5 oz/ea. <br/> <br/> Fermented at 52 deg F for 1 month."
"2151",2151,2151,"Bohemian Pilsner",31,"Bohemian Pilsener",21881,"extract","2-0","5 US gallons","I have a question about a Bohemian Pilsner I'm brewing. Well, I tasted the stuff in the carboy. It's REALLY SWEET, as compared to most brews I've had, and color is a dark gold.","3.3 lbs. Northwestern Gold ME 4.0 lbs. Alexander's Pale ME 2.0 oz. Saaz plugs (60 minutes-bittering) 1.0 oz. Saaz plugs (30 minutes-flavor) 1.0 oz. Saaz plugs (2 minutes-aroma) 1/2 oz Saaz plugs (dry hop) Wyeast Bohemian Yeast directly from the pack(no starter)","I boiled the extract, 1 1/2 gallons water and hops as indicated in the recipe for one hour. Added everything by siphoning into a plastic water jug with 3 gallons cold water. Topped off with cold water. Waited for everything to drop to 65 and pitched the yeast. I let the stuff sit at around 65 for 1 day and then placed it in the back room of my basement where it sits at a nice 45 all day and night. <br/> <br/> I racked to a secondary after 12 days (glass carboy) and dry hopped. It's been in the secondary for two days now and I took a SG reading and got 1.013. I had completely forgotten to take an OG reading, but looking at other Pilsner recipies, it seems 1.021 is a common final gravity."
"2155",2155,2155,"Ersatz Pilsner Urquell",31,"Bohemian Pilsener",15923,"all-grain","2-0","5 US gallons",NA,"4 ounces, Saaz hops (about 3% alpha) Wyeast Bohemian lager #2124 or Munich lager #2308","Each recipe assumes 75% extract efficiency. Use the best German or Belgian pilsner malt you can find, rather than U.S. 2-row or U.S. 6-row malt. Likewise, use German or Belgian Munich malt if you can find it. In the recipes, the crystal malt and Munich malt impart some color, but otherwise will have slightly different flavoring properties. <br/> <br/> Add hops following traditional German hop schedule: 2 ounces of Saaz 60 minutes before end of boil, 1 ounce 30 minutes before end of boil, and 1 ounce in last 10 minutes of boil. You could probably hop a bit more agressively than indicated. You might make a final aroma addition of another 0.5-1 ounce of Saaz right before end of boil. You also might consider dryhopping. <br/> <br/> Water should be soft. <br/> <br/> For starch conversion, aim at 153-4 degrees F for 90 minutes. <br/> <br/> Pilsner Urquell cold-conditions for months, so you might try an extended lagering."
"2297",2297,2297,"Fosters clone",31,"Bohemian Pilsener",2633,"all-grain","0-0","5 US gallons","0","9 lbs - Pilsner (2 Row) UK (1.0 SRM) (Grain) 1 lbs - Munich Malt - 10L (10.0 SRM) (Grain) 1 lbs 8.0 oz - Corn Sugar (Dextrose) (0.0 SRM) (Grain) 2.0 oz - Hallertauer [4.8%] - Boil 60 min (Hops) 1.0 oz - Styrian Goldings [5.4%] - Boil 5 min (Hops) 1 pkgs - Pilsen Lager (Wyeast Labs #2007) (Yeast)","0"
"2347",2347,2347,"Happy Pills",31,"Bohemian Pilsener",2002,"extract","0-0","5 US gallons","A better than average beer. Very drinkable. Not sweet. Bitterness is present but a little too European/Halletau for my taste. Use something other than the Spalt next time. Tweak the specialty malts a bit also. It may be the yeast too. Not a fan of","8.0 oz - Cara-Pils/Dextrine (2.0 SRM) (Grain) 4.0 oz - Caramel/Crystal Malt - 10L (10.0 SRM) (Grain) 6 lbs - Extra Light Dry Extract (3.0 SRM) (Grain) 8.0 oz - Wheat Dry Extract (8.0 SRM) (Grain) 1.0 oz - Saaz [6.8%] - Boil 60 min (Hops) 0.2 oz - Select Spalt [2.0%] - Boil 60 min (Hops) 0.5 oz - Saaz [6.8%] - Boil 30 min (Hops) 0.2 oz - Select Spalt [2.0%] - Boil 30 min (Hops) 0.2 oz - Saaz [6.8%] - Boil 10 min (Hops) 0.2 oz - Select Spalt [2.0%] - Boil 10 min (Hops) 1 pkgs - Bohemian Lager (Wyeast Labs #2124) (Yeast)","0"
"2497",2497,2497,"Czech Pilsner (Radical Brewing)",31,"Bohemian Pilsener",4576,"all-grain","0-0","5.5 US gallons","Could sub 1 lb of Munich + 1 lb of Pils for the 2lb of Vienna","6.00 gal - Distilled Water (Water) 3.00 gal - Distilled Water (Water) 1.00 tsp - Calcium Chloride (Mash 60 min) (Misc) 0.50 tsp - Calcium Chloride (Mash 60 min) (Misc) 7 lbs 8.0 oz - Pilsner (2 Row) Bel (2.0 SRM) (Grain) 2 lbs - Vienna Malt (3.5 SRM) (Grain) 2.0 oz - Saaz [3.2%] - First Wort (Hops) 1.00 - Whirlfloc Tablet (Boil 15 min) (Misc) 2.0 oz - Saaz [3.2%] - Boil 15 min (Hops) 1.00 tsp - Yeast Nutrient (Boil 15 min) (Misc) 1.0 oz - Saaz [3.2%] - Boil 0 min (Hops) 1 pkgs - Czech Budejovice Lager (White Labs #WLP802) (Yeast)","0"
"2837",2837,2837,"6th Floor Pilsner V.2",31,"Bohemian Pilsener",3666,"all-grain","0-0","6.08 US gallons","Smell & taste before secondary fermentation: Smell very fruity, while the taste was quite clean and a bit sweet/malty and the bitterness was very mild and mostly noticable as an after taste - unfortunately th","6.08 gal - Vanha-kaupunki (Water) 11 lbs 14.5 oz - Pilsner (2 Row) Ger (2.0 SRM) (Grain) 9.5 oz - Cara-Pils/Dextrine (2.0 SRM) (Grain) 4.6 oz - Crystal Malt - 60L (Thomas Fawcett) (66.0 SRM) (Grain) 1.4 oz - Saaz [3.5%] - Boil 120 min (Hops) 0.5 oz - Columbus (Tomahawk) [14.0%] - Boil 120 min (Hops) 1.2 oz - Saaz [3.5%] - Boil 10 min (Hops) 1 pkgs - Budvar Lager (Wyeast Labs #2000) (Yeast)","0"
"2928",2928,2928,"Czech Pilsner 2013 (Northern Brewer)",31,"Bohemian Pilsener",992,"all-grain","0-0","5.5 US gallons","0","10.00 gal - Pilsen, Czech (from Berthoud water) (Water) 0.30 g - Gypsum (Calcium Sulfate) (Mash 60 min) (Misc) 0.30 g - Epsom Salt (MgSO4) (Mash 60 min) (Misc) 9 lbs 8.0 oz - Bohemian Pilsner Malt (1.7 SRM) (Grain) 16.0 oz - Floor Malted Bohemian Pilsner Malt (1.9 SRM) (Grain) 4.0 oz - Carahell (Weyermann) (13.0 SRM) (Grain) 0.8 oz - Perle [8.0%] - Boil 60 min (Hops) 1.0 oz - Saaz [4.0%] - Boil 30 min (Hops) 1.00 - Whirlfloc Tablet (Boil 15 min) (Misc) 1.0 oz - Saaz [4.0%] - Boil 15 min (Hops) 0.50 tsp - Yeast Nutrient (Boil 15 min) (Misc) 4 pkgs - Urquell Lager (Wyeast Labs #2001) (Yeast)","0"
"2961",2961,2961,"Bohemian Pilsner 1.0 @Brewhouse FINAL",31,"Bohemian Pilsener",2838,"all-grain","0-0","10.75 US gallons","0","15 lbs - Pilsner (2 Row) Ger (2.0 SRM) (Grain) 2 lbs - Cara-Pils/Dextrine (2.0 SRM) (Grain) 2 lbs - Caramel/Crystal Malt - 10L (10.0 SRM) (Grain) 2.0 oz - Saaz [3.2%] - Boil 60 min (Hops) 3.0 oz - Saaz [3.2%] - Boil 20 min (Hops) 4.0 oz - Saaz [3.2%] - Boil 15 min (Hops) 3.0 oz - Saaz [3.2%] - Boil 10 min (Hops) 1 pkgs - Czech Budejovice Lager (White Labs #WLP802) (Yeast) 1.0 oz - Saaz [3.2%] - Dry Hop 14 days (Hops)","0"
"2975",2975,2975,"Tsjekkisk pilsner",31,"Bohemian Pilsener",1995,"all-grain","0-0","10.57 US gallons","0","17 lbs 10.2 oz - Pilsner (2 Row) Ger (2.0 SRM) (Grain) 1 lbs 10.5 oz - Carahell (12.7 SRM) (Grain) 2.5 oz - Perle [5.0%] - Boil 60 min (Hops) 2.5 oz - Saaz [2.6%] - Boil 30 min (Hops) 2.5 oz - Saaz [2.6%] - Boil 15 min (Hops) 2 pkgs - Czech Budejovice Lager (White Labs #WLP802) (Yeast)","0"
"2981",2981,2981,"GroundHog Pilsner",31,"Bohemian Pilsener",2180,"all-grain","0-0","5 US gallons","0","11 lbs - Pilsner (2 Row) Ger (2.0 SRM) (Grain) 12.0 oz - Cara-Pils/Dextrine (2.0 SRM) (Grain) 1.8 oz - Saaz [4.0%] - Boil 60 min (Hops) 1.8 oz - Saaz [4.0%] - Boil 20 min (Hops) 1.0 oz - [4.0%] - Boil 10 min (Hops) 1.0 oz - Saaz [4.0%] - Boil 0 min (Hops) 2 pkgs - Bohemian Lager (Wyeast Labs #2124) (Yeast)","0"
"2984",2984,2984,"Pilsner - Styrian Savinjski Golding",31,"Bohemian Pilsener",543,"all-grain","0-0","5.02 US gallons","0","7 lbs 6.5 oz - Pilsner (Weyermann) -adaptado floor weyermann (2.0 SRM) (Grain) 14.8 oz - Caramunich I (Weyermann) (51.0 SRM) (Grain) 14.8 oz - Vienna Malt (Weyermann) (3.0 SRM) (Grain) 1.4 oz - Styrian Savinjski Golding Adaptado Saaz [3.7%] - Boil 60 min (Hops) 1.4 oz - Styrian Savinjski Golding Adaptado Saaz [3.7%] - Boil 30 min (Hops) 0.5 oz - Styrian Savinjski Golding Adaptado Saaz [3.7%] - Boil 15 min (Hops) 0.4 oz - Styrian Savinjski Golding Adaptado Saaz [3.7%] - Boil 0 min (Hops) 3 pkgs - Pilsner Urquell (Bio4 #SY001) (Yeast)","0"
"3010",3010,3010,"Pilsner - Sylva",31,"Bohemian Pilsener",4386,"all-grain","0-0","5.02 US gallons","0","8 lbs 6.0 oz - Pilsner (Weyermann) -adaptado floor weyermann (2.0 SRM) (Grain) 10.6 oz - Vienna Malt (Weyermann) (3.0 SRM) (Grain) 5.3 oz - Caramunich I (Weyermann) (51.0 SRM) (Grain) 1.1 oz - Sylva [5.5%] - Boil 60 min (Hops) 1.1 oz - Sylva [5.5%] - Boil 30 min (Hops) 0.5 oz - Sylva [5.5%] - Boil 15 min (Hops) 0.4 oz - Sylva [5.5%] - Boil 0 min (Hops) 3 pkgs - Pilsner Urquell (Bio4 #SY001) (Yeast)","0"
"3016",3016,3016,"Pils",31,"Bohemian Pilsener",4560,"all-grain","0-0","2.64 US gallons","0","4 lbs 6.5 oz - Pilsner (2 Row) Bel (2.0 SRM) (Grain) 7.1 oz - Munich Malt (9.0 SRM) (Grain) 5.3 oz - Vienna Malt (3.5 SRM) (Grain) 3.5 oz - Barley, Flaked (1.7 SRM) (Grain) 3.5 oz - Wheat Malt, Bel (2.0 SRM) (Grain) 2.5 oz - Acid Malt (3.0 SRM) (Grain) 0.7 oz - Saaz [3.6%] - Boil 60 min (Hops) 0.2 oz - Northern Brewer [9.6%] - Boil 60 min (Hops) 0.4 oz - Saaz [3.8%] - Boil 15 min (Hops) 0.13 tsp - Irish Moss (Boil 10 min) (Misc) 1 pkgs - SafLager West European Lager (DCL/Fermentis #S-23) (Yeast)","0"
"3017",3017,3017,"Husets pils ver. 2",31,"Bohemian Pilsener",2400,"all-grain","0-0","5 US gallons","0","4.00 g - Gypsum (Calcium Sulfate) (Mash 60 min) (Misc) 8 lbs 13.1 oz - Pilsner (2 Row) Ger (2.0 SRM) (Grain) 14.1 oz - Cara-Pils/Dextrine (2.0 SRM) (Grain) 5.3 oz - Carared (20.0 SRM) (Grain) 0.5 oz - Centennial [10.0%] - Boil 60 min (Hops) 0.4 oz - Brewer&#39;s Gold [8.0%] - Boil 60 min (Hops) 0.9 oz - Cascade [5.5%] - Boil 30 min (Hops) 8.00 g - Irish Moss (Boil 10 min) (Misc) 0.7 oz - Hallertauer Hersbrucker [4.0%] - Boil 5 min (Hops) 0.7 oz - Saaz [3.5%] - Boil 5 min (Hops) 0.7 oz - Saaz [4.0%] - Boil 1 min (Hops) 2 pkgs - Saflager Lager (DCL/Fermentis #W-34/70) (Yeast)","0"
"3074",3074,3074,"Seabrew Sjekkern",31,"Bohemian Pilsener",1143,"all-grain","0-0","10.57 US gallons","0","18 lbs 11.8 oz - Pilsner (2 Row) Bel (2.0 SRM) (Grain) 14.1 oz - Caramel/Crystal Malt - 10L (10.0 SRM) (Grain) 10.6 oz - Caramel/Crystal Malt - 30L (30.0 SRM) (Grain) 2.6 oz - Perle [8.0%] - Boil 90 min (Hops) 1.4 oz - Saaz [3.3%] - Steep 10 min (Hops) 1.4 oz - Tettnang [4.5%] - Steep 10 min (Hops) 1 pkgs - Czech Pilsner Lager (Wyeast Labs #2278) (Yeast)","0"
"3075",3075,3075,"Seabrew Tsjekkisk Lager",31,"Bohemian Pilsener",1558,"all-grain","0-0","10.57 US gallons","Utestet","18 lbs 11.8 oz - Pilsner (2 Row) Bel (2.0 SRM) (Grain) 1 lbs 1.6 oz - Munich Malt (7.6 SRM) (Grain) 1 lbs 1.6 oz - Wheat, Torrified (2.0 SRM) (Grain) 10.6 oz - Wheat Malt, Bel (2.0 SRM) (Grain) 1.8 oz - Hallertauer [5.1%] - Boil 90 min (Hops) 1.8 oz - Saaz [3.3%] - Boil 90 min (Hops) 3.5 oz - Saaz [3.3%] - Steep 12 min (Hops) 1 pkgs - Urquell Lager (Wyeast Labs #2001) (Yeast)","0"
"3080",3080,3080,"Czech Pilsner",31,"Bohemian Pilsener",3980,"all-grain","0-0","10 US gallons","0","23 lbs - Pilsner (2 Row) Ger (2.0 SRM) (Grain) 2 lbs - Cara-Pils/Dextrine (2.0 SRM) (Grain) 3.5 oz - Pearle [8.7%] - Boil 60 min (Hops) 1.0 oz - Saaz [3.4%] - Boil 15 min (Hops) 3.0 oz - Saaz [3.4%] - Boil 0 min (Hops) 2 pkgs - Pilsner Lager (White Labs #WLP800) (Yeast)","0"
"3084",3084,3084,"Pilsner - magnum- Styrian Savinjski Golding",31,"Bohemian Pilsener",4419,"all-grain","0-0","5.02 US gallons","0","6 lbs 2.8 oz - Pilsner (Weyermann) -adaptado floor weyermann (2.0 SRM) (Grain) 1 lbs 8.0 oz - Pilsner (2 Row) - Muntons (1.5 SRM) (Grain) 10.4 oz - Caramunich I (Weyermann) (51.0 SRM) (Grain) 10.4 oz - Vienna Malt (Weyermann) (3.0 SRM) (Grain) 3.5 oz - agr&aacute;ria adaptadoPilsner (2 Row) Ger adapt (2.0 SRM) (Grain) 0.6 oz - Hallertau Magnum [14.0%] - Boil 60 min (Hops) 0.5 oz - Styrian Savinjski Golding Adaptado Saaz [3.7%] - Boil 30 min (Hops) 0.5 oz - Styrian Savinjski Golding Adaptado Saaz [3.7%] - Boil 15 min (Hops) 0.4 oz - Styrian Savinjski Golding Adaptado Saaz [3.7%] - Boil 0 min (Hops) 2 pkgs - Saflager Lager (DCL/Fermentis #W-34/70) (Yeast)","0"
"3091",3091,3091,"Kiwi As Pilsner beer and brewer",31,"Bohemian Pilsener",4195,"all-grain","0-0","5.81 US gallons","0","11 lbs 9.2 oz - Pilsner (2 Row) Bel (2.0 SRM) (Grain) 4.4 oz - Cara-Pils/Dextrine (2.0 SRM) (Grain) 0.4 oz - Pacific Jade [13.0%] - Boil 90 min (Hops) 1.9 oz - Saaz [4.0%] - Boil 30 min (Hops) 0.7 oz - Motueka [7.0%] - Boil 10 min (Hops) 1.4 oz - Motueka [7.0%] - Boil 0 min (Hops) 0.7 oz - Cascade [5.5%] - Boil 0 min (Hops) 1 pkgs - Pilsen Lager (Wyeast Labs #2007) (Yeast) 0.9 oz - Cascade [5.5%] - Dry Hop 7 days (Hops) 0.9 oz - Motueka [7.0%] - Dry Hop 7 days (Hops)","0"
"3125",3125,3125,"BoheGerman Pilsner",31,"Bohemian Pilsener",4670,"all-grain","0-0","13.21 US gallons","0","24 lbs 4.0 oz - Pilsner (Weyermann) (1.7 SRM) (Grain) 2 lbs 3.3 oz - Vienna Malt (Weyermann) (3.0 SRM) (Grain) 1 lbs 1.6 oz - Caramalt (Thomas Fawcett) (15.0 SRM) (Grain) 1.3 oz - Hallertau Magnum [14.7%] - Boil 60 min (Hops) 1.8 oz - Spalter Select [2.6%] - Boil 30 min (Hops) 1.8 oz - Spalter Select [2.6%] - Boil 15 min (Hops) 1 pkgs - Czech Budejovice Lager (White Labs #WLP802) (Yeast)","0"
"3379",3379,3379,"Peroni",31,"Bohemian Pilsener",4803,"all-grain","0-0","10.04 US gallons","0","16 lbs - Pilsner (2 Row) UK (1.0 SRM) (Grain) 2 lbs 8.0 oz - Maize, Flaked (Thomas Fawcett) (2.0 SRM) (Grain) 1 lbs - Crystal Light - 45L (Crisp) (45.0 SRM) (Grain) 1 lbs - Rice, Flaked (1.0 SRM) (Grain) 2.0 oz - Saaz [4.0%] - Boil 30 min (Hops) 2 pkgs - SafLager West European Lager (DCL/Fermentis #S-23) (Yeast)","0"
"3790",3790,3790,"Bratwurst urquell",31,"Bohemian Pilsener",876,"all-grain","0-0","9.51 US gallons","0","15 lbs 0.5 oz - Bohemian Pilsner (1.8 SRM) (Grain) 2 lbs 1.1 oz - Munich Malt (4.8 SRM) (Grain) 15.0 oz - CARAHELL (12.7 SRM) (Grain) 4.6 oz - Saaz [3.6%] - Boil 90 min (Hops) 1.7 oz - Saaz [3.6%] - Boil 15 min (Hops) 2.8 oz - Saaz [3.6%] - Boil 3 min (Hops) 1 pkgs - Urquell Lager (Wyeast Labs #2001) (Yeast)","0"
"3796",3796,3796,"Czech Pilsner (Mudda)",31,"Bohemian Pilsener",704,"all-grain","0-0","5 US gallons","0","1.00 tsp - Lactic Acid (Mash 60 min) (Misc) 9 lbs - Pilsner (Weyermann) (1.7 SRM) (Grain) 4.0 oz - Carahell (Weyermann) (13.0 SRM) (Grain) 0.9 oz - Perle [8.0%] - Boil 60 min (Hops) 0.9 oz - Saaz [4.0%] - Boil 30 min (Hops) 0.9 oz - Saaz [4.0%] - Boil 15 min (Hops) 0.50 tsp - Irish Moss (Boil 10 min) (Misc) 1 pkgs - California Lager (Wyeast Labs #2112) (Yeast) 1.00 tsp - Yeast Nutrient (Primary 3 days) (Misc)","0"
"4032",4032,4032,"Magic Carpet Pilsner",31,"Bohemian Pilsener",2660,"extract","0-0","5 US gallons","Sweet start, hoppy finish...and strong! Really smooth, but sneaks up on you because it's so easy to drink.","1 lbs - Caramel/Crystal Malt - 20L (20.0 SRM) (Grain) 6 lbs - Light Dry Extract (8.0 SRM) (Grain) 2 lbs - Extra Light Dry Extract (3.0 SRM) (Grain) 1.0 oz - Cluster [7.0%] - Boil 45 min (Hops) 1.0 oz - Hallertauer Hersbrucker [4.0%] - Boil 45 min (Hops) 1.00 lbs - Honey (Boil 45 min) (Misc) 1.00 tsp - Irish Moss (Boil 15 min) (Misc) 1.0 oz - Hallertauer Hersbrucker [4.0%] - Boil 5 min (Hops) 1 pkgs - Bohemian Lager (Wyeast Labs #2124) (Yeast)","0"
"4253",4253,4253,"Jamil's To George!",31,"Bohemian Pilsener",1777,"all-grain","0-0","5 US gallons","0","8.53 gal - The brewer&#39;s water (Water) 11 lbs 16.0 oz - Gambrinus Pilsner Malt (1.6 SRM) (Grain) 12.0 oz - US Carapils Malt (1.3 SRM) (Grain) 1.7 oz - Czech Saaz [3.5%] - Boil 60 min (Hops) 2.0 oz - Czech Saaz [3.5%] - Boil 30 min (Hops) 1.0 oz - Czech Saaz [3.5%] - Boil 10 min (Hops) 1.0 oz - Czech Saaz [3.5%] - Boil 0 min (Hops) 4 pkgs - Wyeast 2001-Urquell Lager ( #) (Yeast)","0"
"7",7,7,"Wacky Weizenbock",171,"Weizenbock",11111,"extract","5-0","5 US gallons","I'm not sure about the ""authenticness"", but who cares? It turned out really good! Fruity and dark with a very noticeable alcohol smell.","6 lbs Brewmaster Dried Wheat Extract 3 lbs Brewmaster Dried Amber Malt Extract 1/2 lb chocolate malt 2 oz Hallertauer fresh hops (boiling - 1 hour) 1/2 oz Hallertauer fresh hops (flavor - last 20 minutes) 1/2 oz Hallertauer fresh hops (aroma - last 2 minutes) Wyeast Liquid Wheat Beer Yeast","Prepare according to the standard Papazian method for extract beers. Starting gravity: 1.61 Starting Potential alcohol: 9% Ending gravity: 1.16 Ending Potential alcohol: 2% Primary and Secondary fermentation took 1 month. I believe that the high alcohol content (7%) pickled the yeast and stopped fermentation in it's tracks. Bottled with 1 1/4 cup DME."
"386",386,386,"MrCajuns Humlor &amp; Helvete 2",171,"Weizenbock",5639,"all-grain","5-0","7.93 US gallons","0","8 lbs 13.1 oz - Pilsner (2 Row) Bel (2.0 SRM) (Grain) 8 lbs 13.1 oz - Wheat Malt, Ger (2.0 SRM) (Grain) 1 lbs 1.6 oz - Oats, Flaked (1.0 SRM) (Grain) 10.6 oz - Carahell (12.7 SRM) (Grain) 10.6 oz - Caravienne Malt (22.0 SRM) (Grain) 0.5 oz - Amarillo Gold [8.5%] - Boil 15 min (Hops) 0.5 oz - Citra [15.0%] - Boil 15 min (Hops) 0.5 oz - Simcoe [14.3%] - Boil 15 min (Hops) 0.7 oz - Amarillo Gold [8.5%] - Boil 10 min (Hops) 0.7 oz - Citra [15.0%] - Boil 10 min (Hops) 0.7 oz - Simcoe [14.3%] - Boil 10 min (Hops) 0.9 oz - Amarillo Gold [8.5%] - Boil 3 min (Hops) 0.9 oz - Citra [15.0%] - Boil 3 min (Hops) 0.9 oz - Simcoe [14.3%] - Boil 3 min (Hops) 1 pkgs - Weihenstephan Weizen (Wyeast Labs #3068) (Yeast) 1.4 oz - Amarillo Gold [8.5%] - Dry Hop 5 days (Hops) 1.4 oz - Citra [15.0%] - Dry Hop 5 days (Hops) 1.4 oz - Simcoe [14.3%] - Dry Hop 5 days (Hops)","0"
"1080",1080,1080,"Weizenbock 3",171,"Weizenbock",2911,"all-grain","4-0","5 US gallons","0","8 lbs 12.8 oz - Wheat Malt, Dark (Weyermann) (7.0 SRM) (Grain) 4 lbs 6.4 oz - Pilsner (2 Row) Ger (2.0 SRM) (Grain) 2 lbs 3.2 oz - Munich Malt (9.0 SRM) (Grain) 7.0 oz - Caramel Malt - 40L (Briess) (40.0 SRM) (Grain) 7.0 oz - Special B (Castle Malting) (152.3 SRM) (Grain) 1.6 oz - Chocolate Malt (350.0 SRM) (Grain) 1.3 oz - Hallertauer [4.0%] - Boil 60 min (Hops) 1 pkgs - Hefeweizen Ale (White Labs #WLP300) (Yeast)","0"
"1502",1502,1502,"Weizenbock",171,"Weizenbock",9903,"extract","3-5","5 US gallons","Here's a recipe for a Wiezenbock that I really liked, it was very much like one from our local micrbrewery.   This beer was delicious and went very fast(1 week in the bottle and to the fridge ).","1can (3lb 10oz) of Glenbrew Brewmart Austrailian Dunkelbock 3 lbs of wheat DME 11/2 light DME 1 oz Hallerteau hops(3.7 alpha) Glenbrew kit yeast","Boiled DME and hops for 15 mins in 1 1/2 gals of water. Added liquid malt and continued boil for 10 mins. Added to 3 1/2 gals of cold water and used yeast from Glenbrew kit. After 5 days I racked to the secondary and added the finnings from the Glenbrew kit. Leave in secondary for 10 days then primed and bottled."
